fid,SVIth1,SVIth2,SVIth3,SVIth4,SVIS,GEOID
"858",0.6481,0.581,0.2569,0.4753,0.5194,"39067"
"859",0.1764,0.6832,0.2267,0.1082,0.1557,"39069"
"860",0.7901,0.8873,0.212,0.4932,0.6898,"39071"
"861",0.5134,0.7956,0.0665,0.5868,0.4685,"39073"
"862",0.4666,0.6014,0.4626,0.3165,0.4325,"39077"
"863",0.6398,0.61,0.2652,0.5626,0.5494,"39081"
"864",0.4385,0.2961,0.2044,0.3703,0.2943,"39083"
"865",0.1194,0.1831,0.518,0.1528,0.1293,"39085"
"866",0.2525,0.4842,0.2961,0.2579,0.229,"39089"
"867",0.3315,0.4651,0.3699,0.3346,0.3169,"39091"
"868",0.4146,0.6581,0.6074,0.4451,0.5089,"39093"
"869",0.5755,0.6103,0.625,0.4422,0.5889,"39099"
"870",0.0191,0.078,0.1821,0.0592,0.0102,"39103"
"871",0.1076,0.2662,0.1286,0.0805,0.051,"39107"
"872",0.235,0.3473,0.291,0.0665,0.1191,"39109"
"873",0.6245,0.8364,0.0232,0.3349,0.443,"39111"
"874",0.5401,0.7046,0.6851,0.6422,0.6726,"39113"
"875",0.3217,0.2531,0.0783,0.3569,0.192,"39117"
"876",0.658,0.773,0.1987,0.6326,0.5981,"39119"
"877",0.1736,0.3528,0.1815,0.2662,0.1541,"39123"
"878",0.342,0.6558,0.2951,0.2197,0.2885,"39125"
"879",0.7876,0.8227,0.0306,0.3811,0.5545,"39127"
"880",0.3478,0.0509,0.3773,0.5403,0.2455,"39133"
"881",0.3557,0.4916,0.1398,0.0815,0.1691,"39135"
"882",0.0618,0.1722,0.2677,0.0108,0.0153,"39137"
"883",0.608,0.575,0.3655,0.7303,0.6169,"39139"
"884",0.7369,0.7122,0.2334,0.8446,0.7255,"39141"
"885",0.4054,0.7899,0.4483,0.2324,0.3987,"39143"
"886",0.4137,0.582,0.3037,0.389,0.3755,"39147"
"887",0.2373,0.538,0.2477,0.1866,0.1892,"39149"
"888",0.3882,0.4871,0.3894,0.3846,0.3666,"39151"
"889",0.2908,0.2225,0.6606,0.4037,0.3334,"39153"
"890",0.5303,0.6119,0.3413,0.3868,0.464,"39155"
"891",0.4408,0.4387,0.3321,0.3181,0.3443,"39157"
"892",0.0283,0.128,0.2722,0.291,0.0771,"39159"
"893",0.2933,0.7768,0.2209,0.0369,0.1697,"39161"
"894",0.0242,0.0866,0.4218,0.1331,0.0478,"39165"
"895",0.3303,0.7329,0.1016,0.5591,0.3497,"39167"
"896",0.3955,0.2506,0.426,0.8297,0.479,"39169"
"897",0.4092,0.5266,0.1656,0.2369,0.2691,"39171"
"898",0.2299,0.6603,0.3967,0.1477,0.2274,"39175"
"899",0.6538,0.8341,0.6183,0.8465,0.8127,"40013"
"900",0.808,0.9481,0.9019,0.8357,0.9459,"40015"
"901",0.1452,0.3238,0.6813,0.3053,0.2621,"40017"
"902",0.5869,0.9144,0.6683,0.7335,0.7914,"40019"
"903",0.8398,0.5778,0.7915,0.9761,0.9271,"40021"
"904",0.2166,0.1566,0.6727,0.645,0.3436,"40027"
"905",0.5761,0.8239,0.7752,0.9163,0.8354,"40031"
"906",0.7621,0.8905,0.2929,0.4059,0.6742,"40033"
"907",0.7303,0.9586,0.6141,0.7243,0.8538,"40035"
"908",0.4739,0.624,0.4604,0.4406,0.4901,"40037"
"909",0.5576,0.6339,0.3543,0.0455,0.3019,"40045"
"910",0.4758,0.731,0.7931,0.3922,0.5908,"40047"
"911",0.5522,0.7112,0.611,0.228,0.5115,"40049"
"912",0.2739,0.4874,0.5116,0.2888,0.308,"40051"
"913",0.1771,0.9351,0.2521,0.0277,0.1634,"40053"
"914",0.685,0.7889,0.8453,0.6893,0.8226,"40065"
"915",0.6908,0.9752,0.5947,0.6953,0.842,"40071"
"916",0.7506,0.8828,0.5992,0.1786,0.6545,"40075"
"917",0.5586,0.7507,0.3636,0.2805,0.4787,"40081"
"918",0.3204,0.2299,0.4868,0.3789,0.2984,"40083"
"919",0.578,0.8389,0.8233,0.234,0.6293,"40085"
"920",0.1783,0.3372,0.5989,0.0691,0.1624,"40087"
"921",0.271,0.6628,0.6151,0.1783,0.3204,"40093"
"922",0.3115,0.7864,0.29,0.3244,0.3385,"40103"
"923",0.7076,0.7396,0.5224,0.2525,0.5895,"40105"
"924",0.6487,0.7014,0.4107,0.5552,0.6239,"40113"
"925",0.5006,0.8937,0.3671,0.4056,0.5424,"40117"
"926",0.5182,0.7485,0.6256,0.6402,0.65,"40123"
"927",0.6561,0.836,0.5536,0.7826,0.7815,"40125"
"928",0.5914,0.8946,0.3508,0.0548,0.4003,"40129"
"929",0.1901,0.4976,0.5899,0.2773,0.2834,"40131"
"930",0.8583,0.9844,0.61,0.7841,0.929,"40133"
"931",0.5927,0.9319,0.6094,0.2139,0.6051,"40137"
"932",0.335,0.7555,0.6571,0.249,0.4245,"40145"
"933",0.3143,0.8061,0.5826,0.3311,0.4382,"40147"
"934",0.379,0.5556,0.5202,0.3531,0.4045,"40149"
"935",0.3777,0.6059,0.7383,0.6495,0.5745,"40153"
"936",0.308,0.4846,0.6285,0.7577,0.5185,"41007"
"937",0.4035,0.5161,0.4429,0.3954,0.4025,"41009"
"938",0.1653,0.1487,0.5237,0.2152,0.1637,"41017"
"939",0.5035,0.7252,0.6765,0.8472,0.7354,"41029"
"940",0.7627,0.8029,0.7011,0.8561,0.8688,"41035"
"941",0.6787,0.7615,0.412,0.8609,0.7608,"41037"
"942",0.5701,0.7822,0.5817,0.6428,0.679,"41043"
"943",0.4955,0.3875,0.7676,0.5677,0.5777,"41053"
"944",0.4506,0.7418,0.4126,0.929,0.6729,"41061"
"945",0.4554,0.8548,0.8036,0.9733,0.8389,"41065"
"946",0.4086,0.4273,0.7771,0.8902,0.6608,"41071"
"947",0.2443,0.1461,0.5215,0.2789,0.2118,"42001"
"948",0.449,0.4212,0.0583,0.2614,0.2475,"42005"
"949",0.2146,0.3668,0.3069,0.4196,0.2481,"42007"
"950",0.465,0.3671,0.0984,0.3053,0.2729,"42009"
"951",0.4,0.6202,0.155,0.6189,0.3981,"42013"
"952",0.365,0.6816,0.1172,0.5065,0.3471,"42015"
"953",0.0436,0.0462,0.6266,0.1983,0.0831,"42017"
"954",0.0532,0.0564,0.1095,0.5412,0.079,"42019"
"955",0.4828,0.3247,0.3305,0.2216,0.3048,"42025"
"956",0.0494,0.0493,0.7303,0.3387,0.1436,"42029"
"957",0.6022,0.1977,0.1875,0.774,0.4771,"42031"
"958",0.6618,0.3932,0.3591,0.73,0.6054,"42033"
"959",0.6064,0.2009,0.2461,0.7287,0.486,"42035"
"960",0.4312,0.0869,0.2416,0.5196,0.2768,"42037"
"961",0.4952,0.6434,0.1493,0.7412,0.5064,"42039"
"962",0.0646,0.0605,0.5677,0.4712,0.1615,"42041"
"963",0.1758,0.4349,0.0567,0.2015,0.1166,"42047"
"964",0.6503,0.6749,0.2353,0.7479,0.6248,"42051"
"965",0.3382,0.5536,0.4925,0.2579,0.3373,"42055"
"966",0.458,0.4683,0.0162,0.2095,0.2201,"42057"
"967",0.6229,0.0704,0.3766,0.9198,0.5484,"42063"
"968",0.4108,0.5088,0.1273,0.4594,0.3312,"42065"
"969",0.4701,0.3591,0.4301,0.5326,0.4484,"42067"
"970",0.4475,0.7131,0.2983,0.5253,0.4694,"42073"
"971",0.3717,0.5177,0.6944,0.6135,0.5328,"42075"
"972",0.3952,0.5068,0.8688,0.7221,0.635,"42077"
"973",0.4248,0.4113,0.2623,0.6708,0.421,"42081"
"974",0.5615,0.6781,0.1971,0.703,0.5462,"42083"
"975",0.4379,0.5616,0.3012,0.8446,0.542,"42085"
"976",0.4599,0.1468,0.7759,0.1194,0.3064,"42089"
"977",0.2061,0.1264,0.7291,0.447,0.2876,"42095"
"978",0.2363,0.2015,0.1643,0.1614,0.1089,"42099"
"979",0.2732,0.3337,0.6415,0.0048,0.1287,"42103"
"980",0.599,0.6928,0.2327,0.2875,0.4417,"42105"
"981",0.4898,0.5667,0.311,0.4715,0.4506,"42107"
"982",0.3322,0.0675,0.2512,0.575,0.2299,"42109"
"983",0.4732,0.2607,0.2089,0.7564,0.4226,"42111"
"984",0.3927,0.4604,0.1449,0.1519,0.2064,"42115"
"985",0.4806,0.4269,0.0382,0.4295,0.3153,"42117"
"986",0.5229,0.6975,0.0809,0.4912,0.4229,"42121"
"987",0.3108,0.418,0.1309,0.2853,0.2134,"42123"
"988",0.1433,0.164,0.2267,0.4868,0.1694,"42125"
"989",0.4204,0.3025,0.2923,0.2318,0.2631,"42127"
"990",0.1127,0.2162,0.1859,0.3967,0.1379,"42129"
"991",0.2697,0.2576,0.0458,0.1748,0.1121,"42131"
"992",0.2627,0.3298,0.6116,0.3862,0.329,"42133"
"993",0.0873,0.0528,0.4642,0.391,0.1236,"44001"
"994",0.0736,0.0996,0.5129,0.4874,0.179,"44005"
"995",0.1545,0.0398,0.3518,0.2687,0.0889,"44009"
"996",0.6185,0.5314,0.7701,0.5199,0.6666,"45003"
"997",0.6003,0.7154,0.575,0.7049,0.701,"45007"
"998",0.3704,0.4591,0.7902,0.5107,0.5146,"45015"
"999",0.8611,0.6893,0.531,0.3805,0.7363,"45023"
"1000",0.3634,0.4155,0.7103,0.3378,0.4188,"45035"
"1001",0.3309,0.1897,0.8239,0.7326,0.5038,"45045"
"1002",0.6691,0.7921,0.5842,0.071,0.4959,"45055"
"1003",0.5277,0.4846,0.6912,0.3216,0.5121,"45057"
"1004",0.3545,0.3365,0.7119,0.4693,0.442,"45063"
"1005",0.6516,0.7915,0.6008,0.6278,0.7293,"45073"
"1006",0.6611,0.0853,0.4339,0.9175,0.599,"45077"
"1007",0.5713,0.5651,0.7851,0.8513,0.7618,"45083"
"1008",0.3255,0.3181,0.6651,0.3547,0.3662,"45091"
"1009",0.3946,0.8918,0.2248,0.8252,0.5713,"46015"
"1010",0.2949,0.9064,0.1165,0.4524,0.3627,"46019"
"1011",0.2264,0.475,0.2592,0.157,0.171,"46025"
"1012",0.1599,0.3585,0.2117,0.6221,0.2449,"46029"
"1013",0.1385,0.2878,0.2744,0.0748,0.0822,"46039"
"1014",0.1605,0.2779,0.0793,0.405,0.1503,"46043"
"1015",0.0793,0.206,0.0605,0.1041,0.0341,"46045"
"1016",0.0742,0.304,0.2194,0.0672,0.0551,"46051"
"1017",0.2783,0.8469,0.1735,0.2553,0.2847,"46053"
"1018",0.329,0.8997,0.0716,0.4476,0.3624,"46055"
"1019",0.0236,0.3002,0.0051,0.1665,0.0309,"46059"
"1020",0.0627,0.0516,0.4056,0.3025,0.0828,"46063"
"1021",0.3019,0.6498,0.155,0.2636,0.2487,"46067"
"1022",0.0745,0.2324,0.028,0.0669,0.0223,"46077"
"1023",0.1971,0.0624,0.3674,0.5861,0.1965,"46079"
"1024",0.1013,0.1541,0.3171,0.8625,0.2618,"46081"
"1025",0.05,0.1146,0.2206,0.3766,0.0892,"46093"
"1026",0.2376,0.4225,0.099,0.092,0.1057,"46097"
"1027",0.3318,0.5565,0.617,0.3155,0.3908,"46101"
"1028",0.1032,0.2728,0.0252,0.3954,0.1096,"46105"
"1029",0.1207,0.1318,0.3015,0.0392,0.0385,"46111"
"1030",0.086,0.6148,0.2627,0.2767,0.1768,"46115"
"1031",0.0057,0.6211,0.2267,0.241,0.1099,"46117"
"1032",0,0.256,0.0287,0.0573,0.0073,"46119"
"1033",0.4369,0.6017,0.2878,0.2706,0.3411,"46123"
"1034",0.108,0.5186,0.2365,0.1057,0.108,"46125"
"1035",0.1484,0.4479,0.5084,0.8058,0.3939,"46129"
"1036",0.5468,0.7892,0.4578,0.5664,0.6064,"47001"
"1037",0.6592,0.8383,0.7876,0.5454,0.7758,"47003"
"1038",0.3271,0.2178,0.3486,0.3142,0.2452,"47009"
"1039",0.6366,0.5759,0.61,0.687,0.6914,"47011"
"1040",0.5965,0.3894,0.1293,0.3585,0.3704,"47015"
"1041",0.7873,0.6931,0.107,0.5871,0.6153,"47019"
"1042",0.4271,0.2547,0.2455,0.2225,0.2369,"47021"
"1043",0.9207,0.4903,0.2101,0.6094,0.7102,"47025"
"1044",0.5382,0.7599,0.355,0.3429,0.4914,"47031"
"1045",0.7538,0.8679,0.7256,0.4072,0.7812,"47033"
"1046",0.8064,0.6867,0.1111,0.235,0.5086,"47039"
"1047",0.6675,0.3731,0.212,0.3477,0.4306,"47041"
"1048",0.4962,0.3254,0.4031,0.4734,0.429,"47043"
"1049",0.4799,0.2604,0.4766,0.0885,0.2554,"47047"
"1050",0.4557,0.5158,0.4756,0.2381,0.3764,"47051"
"1051",0.7433,0.9564,0.4126,0.3884,0.735,"47053"
"1052",0.6385,0.6351,0.3846,0.5944,0.6032,"47055"
"1053",0.8557,0.7058,0.731,0.4986,0.8146,"47063"
"1054",0.3627,0.1356,0.7125,0.5887,0.4137,"47065"
"1055",0.8624,0.7577,0.3031,0.4394,0.7064,"47071"
"1056",0.8599,0.5683,0.4368,0.4308,0.6981,"47077"
"1057",0.7586,0.9175,0.3031,0.2748,0.6347,"47079"
"1058",0.7385,0.4078,0.2652,0.561,0.5662,"47081"
"1059",0.5997,0.4607,0.3976,0.6288,0.5608,"47089"
"1060",0.8745,0.9344,0.4355,0.5438,0.8318,"47099"
"1061",0.6701,0.922,0.1127,0.6208,0.6363,"47101"
"1062",0.6013,0.9105,0.4142,0.5642,0.6777,"47103"
"1063",0.7637,0.6399,0.4075,0.4728,0.6551,"47107"
"1064",0.7226,0.9118,0.4721,0.3566,0.6927,"47111"
"1065",0.5783,0.5985,0.7612,0.7017,0.7124,"47113"
"1066",0.6863,0.8147,0.1452,0.2923,0.5061,"47115"
"1067",0.6315,0.8211,0.5922,0.2996,0.6099,"47117"
"1068",0.3844,0.4139,0.5581,0.3792,0.3949,"47119"
"1069",0.3003,0.1773,0.0853,0.107,0.0914,"47127"
"1070",0.7952,0.8968,0.5247,0.4253,0.7694,"47131"
"1071",0.707,0.4639,0.0729,0.4218,0.4576,"47133"
"1072",0.7809,0.5097,0.0646,0.361,0.4904,"47139"
"1073",0.7127,0.3015,0.5689,0.546,0.6182,"47141"
"1074",0.8933,0.8379,0.5272,0.5005,0.8207,"47143"
"1075",0.5525,0.3664,0.2127,0.4132,0.3844,"47145"
"1076",0.4309,0.5508,0.6227,0.2671,0.4287,"47147"
"1077",0.2771,0.2448,0.7927,0.2824,0.3268,"47149"
"1078",0.6452,0.5056,0.574,0.5056,0.6111,"47155"
"1079",0.4646,0.6667,0.0876,0.1589,0.2608,"47159"
"1080",0.7404,0.6259,0.1407,0.1445,0.4086,"47161"
"1081",0.592,0.7173,0.1971,0.6049,0.5411,"47163"
"1082",0.1739,0.3817,0.5457,0.1815,0.2057,"47165"
"1083",0.5803,0.7564,0.4661,0.1429,0.45,"47167"
"1084",0.843,0.9242,0.6323,0.4397,0.8322,"47177"
"1085",0.4331,0.3601,0.32,0.7268,0.4589,"47179"
"1086",0.7777,0.3722,0.347,0.6956,0.6583,"47183"
"1087",0.8401,0.7545,0.1086,0.376,0.5984,"47185"
"1088",0.1156,0.2295,0.5501,0.1582,0.1465,"47189"
"1089",0.1306,0.327,0.4769,0.0309,0.0898,"48009"
"1090",0.1223,0.1799,0.453,0.2735,0.1599,"48011"
"1091",0.3045,0.7157,0.2174,0.0293,0.1554,"48023"
"1092",0.2258,0.3391,0.7367,0.2069,0.2783,"48031"
"1093",0.4213,0.4855,0.8781,0.745,0.6573,"48043"
"1094",0.479,0.4556,0.7692,0.6931,0.6277,"48049"
"1095",0.2927,0.8144,0.7822,0.4479,0.5299,"48053"
"1096",0.4194,0.6157,0.4273,0.1035,0.2968,"48059"
"1097",0.0223,0.4209,0.3961,0.0083,0.0338,"48065"
"1098",0.7879,0.7934,0.4594,0.6819,0.7841,"48067"
"1099",0.4564,0.4546,0.5282,0.1092,0.3182,"48077"
"1100",0.5392,0.4862,0.7217,0.1063,0.4185,"48083"
"1101",0.0643,0.2426,0.7947,0.3324,0.2379,"48091"
"1102",0.4404,0.6294,0.8138,0.5925,0.6226,"48097"
"1103",0.6854,0.8007,0.3811,0.2942,0.5704,"48119"
"1104",0.5627,0.036,0.7838,0.9573,0.6252,"48143"
"1105",0.2713,0.2974,0.7736,0.5861,0.4363,"48149"
"1106",0.5752,0.4323,0.8542,0.0592,0.4312,"48151"
"1107",0.4748,0.8437,0.7437,0.1964,0.5277,"48159"
"1108",0.5048,0.5476,0.7644,0.4597,0.5815,"48175"
"1109",0.6987,0.6711,0.8733,0.8106,0.8446,"48179"
"1110",0.4439,0.7816,0.7666,0.6383,0.6592,"48181"
"1111",0.6073,0.7663,0.9051,0.951,0.8825,"48183"
"1112",0.2191,0.4756,0.8997,0.3989,0.4344,"48187"
"1113",0.6131,0.4346,0.8373,0.7179,0.7306,"48203"
"1114",0.1624,0.1872,0.6638,0.3929,0.2602,"48221"
"1115",0.5758,0.8392,0.8004,0.4483,0.7067,"48223"
"1116",0.6223,0.9223,0.7934,0.2022,0.6631,"48233"
"1117",0.3554,0.5005,0.3241,0.0694,0.2013,"48235"
"1118",0.7446,0.9249,0.5718,0.6711,0.8239,"48241"
"1119",0.3777,0.3212,0.808,0.5431,0.5073,"48251"
"1120",0.043,0.4266,0.7685,0.2455,0.2283,"48259"
"1121",0.6841,0.9557,0.6539,0.6902,0.8357,"48277"
"1122",0.4096,0.8246,0.6329,0.4136,0.5443,"48281"
"1123",0.5529,0.9895,0.7635,0.3072,0.7395,"48307"
"1124",0.4854,0.8701,0.674,0.3292,0.5841,"48337"
"1125",0.7089,0.7832,0.7402,0.4015,0.7299,"48343"
"1126",0.422,0.8166,0.5473,0.6078,0.5812,"48361"
"1127",0.7487,0.8978,0.8147,0.7491,0.8799,"48363"
"1128",0.2086,0.1614,0.6367,0.3645,0.2561,"48367"
"1129",0.7583,0.8052,0.8176,0.9319,0.9121,"48373"
"1130",0.0847,0.1732,0.7004,0.39,0.2204,"48381"
"1131",0.8143,0.4499,0.3496,0.2983,0.565,"48387"
"1132",0.5952,0.5708,0.8529,0.7141,0.7529,"48395"
"1133",0.5637,0.8835,0.7501,0.1089,0.5449,"48399"
"1134",0.4465,0.6905,0.8274,0.7399,0.6933,"48441"
"1135",0.6605,0.4702,0.6087,0.4021,0.5898,"48459"
"1136",0.5503,0.7192,0.6094,0.3391,0.5589,"48467"
"1137",0.4822,0.4397,0.8494,0.8892,0.7312,"48477"
"1138",0.4153,0.9166,0.6749,0.2967,0.5532,"48503"
"1139",0.443,0.6074,0.5113,0.3696,0.4592,"49017"
"1140",0.2506,0.3715,0.2426,0.0468,0.1054,"49025"
"1141",0.2984,0.3384,0.5938,0.233,0.2908,"49055"
"1142",0.186,0.7746,0.0837,0.5992,0.2924,"50003"
"1143",0.2567,0.3235,0.1933,0.5791,0.2672,"50005"
"1144",0.1551,0.1764,0.1859,0.2598,0.1111,"50011"
"1145",0.0637,0.0337,0.1656,0.0067,0.0025,"50013"
"1146",0.2102,0.113,0.0793,0.4279,0.1309,"50015"
"1147",0.2016,0.3158,0.0901,0.3884,0.172,"50017"
"1148",0.436,0.7259,0.1741,0.5263,0.4258,"50019"
"1149",0.1029,0.2394,0.1697,0.5721,0.1752,"50023"
"1150",0.2599,0.4177,0.1595,0.6788,0.3054,"50025"
"1151",0.0968,0.3464,0.155,0.3028,0.128,"50027"
"1152",0.6347,0.4626,0.1541,0.4381,0.4462,"51005"
"1153",0.3608,0.2569,0.5801,0.2684,0.3166,"51007"
"1154",0.6089,0.2155,0.5415,0.3763,0.4682,"51009"
"1155",0.4427,0.7141,0.4152,0.1805,0.3637,"51011"
"1156",0.249,0.0767,0.3136,0.2869,0.149,"51015"
"1157",0.5073,0.1156,0.1936,0.3009,0.2471,"51017"
"1158",0.1803,0.1398,0.3715,0.1194,0.0984,"51019"
"1159",0.0787,0.1703,0.3085,0.0497,0.0414,"51023"
"1160",0.3465,0.2827,0.5018,0.1913,0.2615,"51031"
"1161",0.3223,0.305,0.5852,0.3973,0.3481,"51033"
"1162",0.5439,0.5199,0.3321,0.1461,0.3369,"51035"
"1163",0.1124,0.2378,0.8478,0.0898,0.1799,"51041"
"1164",0.1634,0.1808,0.4495,0.0981,0.1131,"51043"
"1165",0.0908,0.2327,0.0191,0.2843,0.0745,"51045"
"1166",0.3296,0.3085,0.816,0.5718,0.4882,"51047"
"1167",0.7745,0.7147,0.46,0.2034,0.5831,"51049"
"1168",0.5879,0.1608,0.6877,0.2362,0.4182,"51053"
"1169",0.5354,0.6979,0.7272,0.3044,0.5634,"51057"
"1170",0.0344,0.0904,0.645,0.0092,0.0287,"51061"
"1171",0.3436,0.1366,0.3009,0.0503,0.1115,"51063"
"1172",0.1293,0.0783,0.482,0.0528,0.0631,"51065"
"1173",0.4771,0.2722,0.4174,0.4667,0.401,"51067"
"1174",0.1395,0.155,0.6367,0.2302,0.1822,"51069"
"1175",0.3758,0.8344,0.1888,0.1309,0.2742,"51071"
"1176",0.1283,0.1643,0.2553,0.0331,0.0366,"51073"
"1177",0.0427,0.057,0.4053,0.1493,0.0459,"51075"
"1178",0.836,0.3805,0.3754,0.5068,0.6459,"51077"
"1179",0.2589,0.1926,0.4779,0.1188,0.1631,"51079"
"1180",0.6134,0.6813,0.6068,0.5969,0.6723,"51083"
"1181",0.0201,0.0484,0.4228,0.0509,0.0156,"51085"
"1182",0.899,0.7323,0.6269,0.7956,0.8857,"51089"
"1183",0.3917,0.2983,0.624,0.2397,0.3392,"51093"
"1184",0.0299,0.2133,0.6275,0.1426,0.115,"51095"
"1185",0.5764,0.2321,0.6523,0.0649,0.3245,"51097"
"1186",0.0379,0.1038,0.4374,0.0089,0.0159,"51099"
"1187",0.1468,0.1732,0.3747,0.0076,0.0357,"51101"
"1188",0.4685,0.2592,0.5976,0.1856,0.3325,"51109"
"1189",0.3172,0.12,0.3795,0.1624,0.164,"51113"
"1190",0.0675,0.0223,0.2716,0.0306,0.0061,"51127"
"1191",0.3,0.8383,0.6835,0.3088,0.465,"51137"
"1192",0.7449,0.5645,0.1751,0.1264,0.3936,"51139"
"1193",0.6876,0.6192,0.602,0.419,0.6427,"51143"
"1194",0.5344,0.3862,0.3572,0.5753,0.4831,"51155"
"1195",0.3013,0.1789,0.5833,0.4339,0.3197,"51165"
"1196",0.3694,0.4444,0.6081,0.2595,0.3643,"51171"
"1197",0.1943,0.2197,0.7835,0.1468,0.2159,"51177"
"1198",0.521,0.3216,0.433,0.2588,0.3659,"51181"
"1199",0.3904,0.2416,0.4142,0.2117,0.2564,"51187"
"1200",0.5863,0.4575,0.0965,0.3426,0.3646,"51191"
"1201",0.4691,0.1703,0.7797,0.0761,0.292,"51193"
"1202",0.6096,0.567,0.1006,0.3394,0.3965,"51197"
"1203",0.1099,0.3254,0.7428,0.1538,0.1997,"51199"
"1204",0.1567,0.312,0.7303,0.2544,0.2592,"51550"
"1205",0.5424,0.6514,0.2585,0.4212,0.4634,"51580"
"1206",0.064,0.2267,0.2728,0.0051,0.0127,"51735"
"1207",0.3325,0.4231,0.6501,0.255,0.3468,"51800"
"1208",0.0978,0.1566,0.7708,0.2308,0.1889,"51810"
"1209",0.5513,0.8278,0.6587,0.3305,0.6013,"51820"
"1210",0.4548,0.8418,0.256,0.3142,0.4248,"53003"
"1211",0.1774,0.2206,0.7482,0.3658,0.2857,"53011"
"1212",0.5968,0.9252,0.5893,0.7555,0.7885,"53015"
"1213",0.3949,0.7472,0.2334,0.0201,0.1834,"53023"
"1214",0.6465,0.8141,0.709,0.8972,0.8392,"53027"
"1215",0.1465,0.2311,0.5285,0.2442,0.1857,"53029"
"1216",0.1245,0.2104,0.525,0.6507,0.2825,"53035"
"1217",0.478,0.0178,0.5145,0.5148,0.2831,"53037"
"1218",0.6242,0.7606,0.6657,0.8255,0.7889,"53041"
"1219",0.5876,0.6845,0.7332,0.4215,0.6382,"53045"
"1220",0.285,0.1114,0.3715,0.4069,0.2194,"53059"
"1221",0.5497,0.6418,0.3534,0.3168,0.4615,"53065"
"1222",0.2529,0.2041,0.6925,0.4518,0.3299,"53067"
"1223",0.4605,0.6052,0.4881,0.3286,0.4433,"54003"
"1224",0.3099,0.524,0.0458,0.7246,0.3306,"54009"
"1225",0.6156,0.3725,0.2897,0.2213,0.3675,"54023"
"1226",0.7293,0.5992,0.1805,0.5021,0.5557,"54025"
"1227",0.5325,0.6027,0.1859,0.383,0.4051,"54029"
"1228",0.4255,0.3652,0.6476,0.07,0.285,"54031"
"1229",0.5366,0.5072,0.0885,0.5425,0.4089,"54033"
"1230",0.5089,0.3289,0.0271,0.2821,0.2529,"54035"
"1231",0.3182,0.1213,0.4706,0.2849,0.2255,"54037"
"1232",0.7338,0.7297,0.0653,0.8475,0.6761,"54041"
"1233",0.5535,0.4046,0.2884,0.6336,0.4939,"54049"
"1234",0.4433,0.3725,0.0306,0.2385,0.2153,"54051"
"1235",0.7268,0.503,0.0293,0.7154,0.5497,"54053"
"1236",0.5424,0.8905,0.3996,0.4731,0.5933,"54057"
"1237",0.5076,0.1697,0.0901,0.1337,0.1764,"54065"
"1238",0.7503,0.6635,0.0105,0.5759,0.5411,"54067"
"1239",0.5857,0.5963,0.0487,0.5549,0.4468,"54073"
"1240",0.0975,0.1837,0.0866,0.1159,0.0408,"54079"
"1241",0.751,0.3578,0.0185,0.8545,0.5806,"54083"
"1242",0.7656,0.6011,0.0465,0.106,0.364,"54085"
"1243",0.6968,0.4741,0.043,0.5855,0.4949,"54091"
"1244",0.6185,0.3286,0.0201,0.1032,0.2213,"54095"
"1245",0.858,0.5043,0.0169,0.8669,0.6911,"54097"
"1246",0.7955,0.7596,0.0105,0.2413,0.4752,"54103"
"1247",0.4697,0.7635,0.0618,0.4085,0.3723,"54107"
"1248",0.485,0.6275,0.2805,0.7886,0.55,"55003"
"1249",0.2484,0.5753,0.2974,0.5307,0.3271,"55005"
"1250",0.1366,0.2757,0.7297,0.5482,0.3299,"55009"
"1251",0.1096,0.1471,0.2945,0.084,0.0576,"55011"
"1252",0.0131,0.1105,0.3801,0.0388,0.0182,"55015"
"1253",0.1796,0.2856,0.2649,0.4537,0.2105,"55017"
"1254",0.0631,0.1394,0.3623,0.334,0.1204,"55021"
"1255",0.2997,0.461,0.291,0.7523,0.3971,"55023"
"1256",0.207,0.1079,0.3706,0.4718,0.2019,"55027"
"1257",0.2111,0.34,0.1964,0.6679,0.2748,"55031"
"1258",0.2172,0.0439,0.5075,0.5896,0.2175,"55035"
"1259",0.1354,0.1044,0.4467,0.5419,0.2038,"55039"
"1260",0.6182,0.8026,0.3913,0.4062,0.5774,"55041"
"1261",0.3239,0.0417,0.1414,0.6619,0.1939,"55043"
"1262",0.0459,0.2713,0.2728,0.0764,0.0529,"55045"
"1263",0.2481,0.3499,0.4097,0.4273,0.2869,"55047"
"1264",0.0306,0.1745,0.1716,0.0353,0.0131,"55049"
"1265",0.4162,0.4394,0.4292,0.7278,0.5003,"55053"
"1266",0.1401,0.1032,0.4731,0.4311,0.1854,"55055"
"1267",0.4067,0.3448,0.2394,0.6441,0.378,"55057"
"1268",0.0831,0.1289,0.2869,0.1245,0.0586,"55061"
"1269",0.2003,0.4565,0.3429,0.1108,0.1596,"55065"
"1270",0.5121,0.5342,0.256,0.2665,0.3535,"55067"
"1271",0.1627,0.1866,0.049,0.3082,0.1013,"55069"
"1272",0.1755,0.1315,0.4839,0.2432,0.1621,"55071"
"1273",0.1159,0.0914,0.539,0.2722,0.1443,"55073"
"1274",0.3433,0.6173,0.0933,0.4202,0.2971,"55075"
"1275",0.4156,0.3633,0.2697,0.2174,0.2596,"55077"
"1276",0.2841,0.702,0.4699,0.638,0.4621,"55081"
"1277",0.1854,0.1375,0.2194,0.078,0.064,"55083"
